"Title","Author","Price","Sales Rank","Genre/Theme","Published Month","Published Year","Mean_Polarity","Mean_Subjectivity"
"House of the Scorpion","Nancy Farmer",12.99,8816,"Young Adult Fiction","May",2004,0.179889455782313,0.477721088435374
"The Teenage Brain","Frances E Jensen",16.99,8847,"Family & Relationships","Jan",2016,0.253121956168831,0.529732142857143
"I'll Give You the Sun","Jandy Nelson",10.99,8853,"Young Adult Fiction","Oct",2015,0.233050675542114,0.507616972069027
"Golem Girl","Riva Lehrer",30,8859,"Art","Oct",2020,0.283690977232644,0.546687309603976
"The History of Sexuality","Michel Foucault",15.95,8860,"Social Science","Apr",1990,0.194949494949495,0.536868686868687
"Topics of Conversation","Miranda Popkey",24,8867,"Fiction","Jan",2020,0.0899453601953602,0.338661738247056
"Build Yourself a Boat","Camonghne Felix",16,8875,"Poetry","May",2019,0,0
"Florence Adler Swims Forever","Rachel Beanland",25.99,8877,"Fiction","Jul",2020,0.235435775714185,0.545674858811222
"The Girl on the Train","Paula Hawkins",16,8878,"Fiction","Jul",2016,0.0920883027014963,0.489007882736115
"Life of the Party","Olivia Gatwood",17,8879,"Poetry","Aug",2019,0.095,0.17
"Everyone's Awake","Colin Meloy",17.99,8885,"Juvenile Fiction","Mar",2020,0,0
"Selected Poems","Gwendolyn Brooks",14.99,8886,"Poetry","Jul",2006,0.116737163299663,0.263068707912458
"What If This Were Enough?","Heather Havrilesky",16,8887,"Social Science","Oct",2019,0.180960760882636,0.570036719233148
"Absolutely on Music","Haruki Murakami",17,8890,"Biography & Autobiography","Oct",2017,0.327581168831169,0.52204304954305
"Born Standing Up","Steve Martin",17,8894,"Performing Arts","Sep",2008,0.5,0.325
"The Rings of Saturn","W G Sebald",16.95,8896,"Fiction","Nov",2016,0.12545202020202,0.369648268398268
"The Violence Inside Us","Chris Murphy",28,8899,"History","Sep",2020,0.0637202380952381,0.277366071428571
"The Truth Will Set You Free, But First It Will Piss You Off!","Gloria Steinem",22,8900,"Biography & Autobiography","Oct",2019,0.179027777777778,0.541203703703704
"Junie B., First Grader","Barbara Park",4.99,8906,"Juvenile Fiction","Aug",2006,0.113368055555556,0.260185185185185
"Making Friends (Making Friends #1)","Kristen Gudsnuk",12.99,8907,"Juvenile Fiction","Jul",2018,0.2265559732665,0.431109022556391
"Resistencia","Julia Alvarez",18.95,8908,"Poetry","Sep",2020,0,0
"Black Is the Body","Emily Bernard",16,8912,"Literary Criticism","Dec",2019,0.232799500789697,0.505893650648553
"New People","Danzy Senna",16,8916,"Fiction","Jul",2018,0.181511262951234,0.506843736376888
"Native Son","Richard Wright",16.99,8918,"Fiction","Aug",2005,0.113439060939061,0.601655844155844
"The Clockmaker's Daughter","Kate Morton",17,8920,"Fiction","May",2019,0.20488455988456,0.397763347763348
"Moleskine Classic Notebook, Large, Plain, Red, Hard Cover (5 x 8.25)","Moleskine",19.95,8923,"Stationery","Aug",2008,0,0
"The Year of the Flood","Margaret Atwood",16.95,8924,"Fiction","Jul",2010,0.231798294298294,0.561289682539683
"Amina's Voice","Hena Khan",7.99,8927,"Juvenile Fiction","May",2018,0.24477538543328,0.447936191488823
"Lola at the Library","Anna McQuinn",7.99,8931,"Juvenile Fiction","Jan",2012,0,0
"Circle","Mac Barnett",15.99,8932,"Juvenile Fiction","Mar",2019,0.121092643467643,0.469797091797092
"Olympians","George O'Connor",10.99,8933,"Juvenile Fiction","Jan",2012,0.128651384254187,0.350043486195337
"Five Things About Ava Andrews","Margaret Dilloway",16.99,8936,"Juvenile Fiction","Jun",2020,0.311666666666667,0.437142857142857
"Redbone","Christian Staebler",19.99,8937,"Music","Oct",2020,0.21729931334098,0.380935488122988
"Click, Clack, Moo/Ready-to-Read","Doreen Cronin",4.99,8946,"Juvenile Fiction","Dec",2016,0,0
"Crossing to Safety","Wallace Stegner",17,8947,"Fiction","Apr",2002,0.2,0.25
"The Big Book of Birds","Yuval Zommer",19.95,8948,"Juvenile Nonfiction","Jun",2019,0.133730158730159,0.45515873015873
"Just Like Me","Vanessa Brantley-Newton",17.99,8952,"Juvenile Fiction","Jan",2020,0.28,0.388095238095238
"The Other Wes Moore","Wes Moore",17,8958,"Social Science","Jan",2011,0.11875,0.35
"Barkskins","Annie Proulx",20,8959,"Fiction","Apr",2017,0.293733671299461,0.567312742082479
"Shorefall","Robert Jackson Bennett",28,8965,"Fiction","Apr",2020,0.28574383288669,0.470078334364049
"Charming as a Verb","Ben Philippe",18.99,8966,"Young Adult Fiction","Oct",2020,0.253142984466514,0.5355824349942
"See You on Sunday","Sam Sifton",35,8968,"Cooking","Feb",2020,0,0
"Orphan Train","Christina Baker Kline",15.99,8969,"Fiction","Jan",2017,0.184888081495224,0.505574452003023
"Dungeons & Dragons Monster Manual (Core Rulebook, D&D Roleplaying Game)","RPG Team Wizards",49.95,8972,"Reference","Sep",2014,0,0
"The Catcher in the Rye","J D Salinger",16.99,8973,"Fiction","Nov",2018,0,0
"The Man Who Saw Everything","Deborah Levy",16,8975,"Fiction","Sep",2020,0.210128396759831,0.484069653963955
"Minecraft","Catherynne M Valente",17.99,8980,"Juvenile Fiction","Dec",2019,0.0212662337662338,0.0576298701298701
"Sid Meier's Memoir!","Sid Meier",27.95,8981,"Biography & Autobiography","Sep",2020,0.0345358345358345,0.270123857623858
"Ultimate Dinosaur Rumble","Jerry Pallotta",4.99,8982,"Juvenile Nonfiction","Sep",2020,0,0
"Pippi Longstocking","Astrid Lindgren",8.99,8984,"Juvenile Fiction","Aug",2020,0,0
"Silver Sparrow","Tayari Jones",16.95,8985,"Fiction","May",2012,0.159211448534757,0.49695676782143
"Kindred","Octavia E Butler",18.99,8996,"Comics & Graphic Novels","Jul",2018,0.00375298011167576,0.53616130246565
"Danny and the Dinosaur Ride a Bike","Syd Hoff",4.99,9007,"Juvenile Fiction","Mar",2020,0,0
"Love You Forever","Robert Munsch",14.95,9013,"Juvenile Fiction","Sep",1995,0.270778462900312,0.486753489274498
"Hieroglyphics","Jill McCorkle",26.95,9016,"Fiction","Jul",2020,0.245735452581606,0.510834483892176
"Junk","Tommy Pico",15.95,9022,"Poetry","May",2018,0.126754282240393,0.330828489925712
"I Love Daddy Every Day","Isabel Otter",10.99,9026,"Juvenile Fiction","Mar",2020,0,0
"Differently Wired","Deborah Reber",16.95,9028,"Family & Relationships","Jan",2020,0.172023423005566,0.519570588142017
"National Geographic Readers","Stephanie Warren Drimmer",4.99,9039,"Juvenile Nonfiction","Jun",2017,0.0199652777777778,0.0308779761904762
"Another Monster at the End of This Book (Sesame Street)","Jon Stone",4.99,9044,"Juvenile Fiction","Dec",1999,0,0
"Stay with Me","Ayobami Adebayo",16,9051,"Fiction","Jul",2018,0.187382999883,0.513923598923599
"Lincoln's Lie","Elizabeth Mitchell",26,9054,"Political Science","Oct",2020,0.150645713083213,0.465438642376142
"Twits","Roald Dahl",7.99,9056,"Juvenile Fiction","Aug",2007,0,0
"High Fidelity","Nick Hornby",16,9060,"Fiction","Aug",1996,0.141153641679957,0.393748006379585
"Maps","Aleksandra Mizielinska",50,9067,"Juvenile Nonfiction","Sep",2020,0,0
"The Audacity of Hope","Barack Obama",18,9072,"Political Science","Nov",2007,0.216911195286195,0.390879595272452
"And Now She's Gone","Rachel Howzell Hall",27.99,9073,"Fiction","Sep",2020,0.184928463203463,0.578788792688793
"One Girl","Andrea Beaty",16.99,9074,"Juvenile Fiction","Oct",2020,0.105416666666667,0.336944444444444
"Stalingrad","Vasily Grossman",27.95,9077,"Fiction","Jun",2019,0.148719336219336,0.383270803270803
"The Eternity Code (Artemis Fowl, Book 3)","Eoin Colfer",8.99,9079,"Juvenile Fiction","Nov",2018,0,0
"The Nix","Nathan Hill",17.95,9083,"Fiction","May",2017,0.353959074159967,0.453890885899814
"Olympians","George O'Connor",10.99,9085,"Comics & Graphic Novels","Jan",2016,0.128651384254187,0.350043486195337
"The First Bad Man","Miranda July",17,9087,"Fiction","Sep",2015,0.148825048797662,0.499408042738538
"Mas alla","Julia Alvarez",15.95,9088,"Fiction","Sep",2020,0.0647727272727273,0.200909090909091
"Mindy Kim, Class President","Lyla Lee",5.99,9089,"Juvenile Fiction","Sep",2020,0,0
"My Life in France","Julia Child",17,9092,"Cooking","Oct",2007,0.360037878787879,0.424242424242424
"Cosmos","Carl Sagan",18,9093,"Science","Dec",2013,0.207402597402597,0.32788961038961
"Jack Goes West","Mac Barnett",9.99,9094,"Juvenile Fiction","Feb",2020,0.170634920634921,0.342063492063492
"The Honjin Murders","Seishi Yokomizo",14.95,9095,"Fiction","Aug",2020,0.210862043049543,0.410258387445887
"Feebleminded","Ariana Harwicz",15.95,9102,"Fiction","Oct",2020,0.110232323232323,0.504737373737374
"The Thank You Book (padded board book)","Mary Lyn Ray",9.99,9106,"Juvenile Fiction","Sep",2020,0.363068181818182,0.545779220779221
"Treasure Island","Robert Louis Stevenson",7.99,9110,"Juvenile Fiction","Mar",2008,0,0
"Agency","William Gibson",28,9113,"Fiction","Jan",2020,0.266284052647689,0.423548253093708
"Selected Poems","Federico Garcia Lorca",15.95,9117,"Poetry","Jun",2013,0.116737163299663,0.263068707912458
"Trouble the Saints","Alaya Dawn Johnson",26.99,9120,"Fiction","Jul",2020,0.12277318640955,0.452089072543618
"Dragon Gets By","Dav Pilkey",4.99,9122,"Juvenile Fiction","Dec",2019,0.361111111111111,0.777777777777778
"The Last Firehawk #6","Katrina Charman",5.99,9136,"Juvenile Fiction","Jun",2019,0.106426332288401,0.25073145245559
"Big Nate","Lincoln Peirce",9.99,9150,"Humor","Oct",2010,0.130766293891294,0.307731782106782
"Glitter Up the Dark","Sasha Geffen",18.95,9152,"Social Science","Apr",2020,0.179246339659218,0.549901039616949
"Buzzed","Cynthia Kuhn",19.95,9160,"Health & Fitness","Jul",2019,0.141703703703704,0.291563492063492
"Gut","Giulia Enders",17.95,9173,"Health & Fitness","Mar",2018,0.0250036075036075,0.335967712842713
"Fire in Paradise","Alastair Gee",26.95,9176,"Social Science","May",2020,0.219171476671477,0.543242444284111
"Who Ate the First Oyster?","Cody Cassidy",17,9183,"Humor","May",2020,0.0393201243201243,0.363082750582751
"Illuminae","Amie Kaufman",12.99,9185,"Young Adult Fiction","Apr",2017,0.197437888198758,0.450103519668737
"Rock Star #1","Kelly Starling Lyons",6.99,9199,"Juvenile Fiction","Sep",2017,0.216666666666667,0.366666666666667
"Captain Underpants and the Sensational Saga of Sir Stinks-A-Lot (Captain Underpants #12)","Dav Pilkey",9.99,9203,"Juvenile Fiction","Aug",2015,0.191666666666667,0.466666666666667
"The Sneetches and Other Stories","Dr Seuss",16.99,9204,"Juvenile Fiction","Aug",1961,0,0
"Welcome to the New World","Jake Halpern",21.99,9210,"Social Science","Sep",2020,0.229271915584416,0.572902417027417
"The Diary of Frida Kahlo","Carlos Fuentes",29.99,9213,"Biography & Autobiography","Aug",2005,0,0
"The Whole Fish Cookbook","Josh Niland",40,9215,"Cooking","Sep",2019,0.232627705627706,0.50671492704826
"Apocalypse Taco","Nathan Hale",8.99,9217,"Juvenile Fiction","May",2020,0.0774350649350649,0.367813852813853
"Locke & Key, Vol. 1","Joe Hill",19.99,9221,"Comics & Graphic Novels","Aug",2009,0.271296296296296,0.409722222222222
"The Empathy Exams","Leslie Jamison",16,9233,"Medical","Apr",2014,0.223497129133493,0.576802112589991
"This Side of Paradise","F Scott Fitzgerald",12,9235,"Fiction","Sep",2009,0.493181818181818,0.689772727272727
"More to the Story","Hena Khan",7.99,9244,"Juvenile Fiction","Sep",2020,0.19359789353591,0.452530296073685
"Junie B. Jones #25","Barbara Park",4.99,9249,"Juvenile Fiction","Sep",2009,0.113368055555556,0.260185185185185
"Junie B., First Grader","Barbara Park",4.99,9251,"Juvenile Fiction","Apr",2004,0.113368055555556,0.260185185185185
"Officer Buckle and Gloria","Peggy Rathmann",18.99,9255,"Juvenile Fiction","Sep",1995,0,0
"Cane","Jean Toomer",15,9270,"Fiction","Jan",2019,0.0653977272727273,0.238200757575758
"From the Mixed-up Files of Mrs. Basil E. Frankweiler","E L Konigsburg",9.99,9277,"Juvenile Fiction","Sep",2007,0,0
"River of Shadows","Rebecca Solnit",18,9280,"History","Mar",2004,0.0876136363636364,0.344128787878788
"Rusty Brown","Chris Ware",35,9284,"Comics & Graphic Novels","Sep",2019,0.196413479720358,0.527783747337319
"Advice Not Given","Mark Epstein",16,9285,"Biography & Autobiography","Jan",2019,0.351821288279622,0.522376743626744
"We the Animals","Justin Torres",13.99,9288,"Fiction","Sep",2012,0.119522296693056,0.449008393433617
"Ordinary Girls","Jaquira Diaz",16.95,9306,"Family & Relationships","Jun",2020,0.191692105970952,0.481736847554155
"The Council of Mirrors (The Sisters Grimm #9)","Michael Buckley",8.99,9307,"Juvenile Fiction","Apr",2018,0,0
"Naked","David Sedaris",16.99,9309,"Fiction","Jun",1998,0,0
"Biscuit Loves the Park","Alyssa Satin Capucilli",4.99,9311,"Juvenile Fiction","Dec",2018,0,0
"Late in the Day","Tessa Hadley",16.99,9313,"Fiction","Feb",2020,0.172954377403135,0.473463056273348
"A Scanner Darkly","Philip K Dick",14.99,9314,"Fiction","Oct",2011,0,0
"Here Is New York","E B White",16.95,9316,"Biography & Autobiography","Aug",2000,0.142771413618521,0.361181043474432
"Black Unicorn Poems","Audre Lorde",15.95,9320,"Literary Collections","Jan",1995,0,0
"Love for Imperfect Things","Haemin Sunim",16,9323,"Philosophy","Feb",2020,0.221842673385642,0.504757670714702
"Motherless Brooklyn","Jonathan Lethem",16.95,9329,"Fiction","Oct",2000,0.0709175084175084,0.244802188552189
"The Liars' Club","Mary Karr",18,9332,"Biography & Autobiography","Nov",2015,0.291874458874459,0.617867243867244
"The Turner House","Angela Flournoy",15.99,9337,"Fiction","Mar",2016,0.193079046710865,0.4765284062178
"The Care and Keeping of You 2","Dr Cara Natterson",12.99,9341,"Juvenile Nonfiction","Mar",2013,0,0
"The Hips on the Drag Queen Go Swish, Swish, Swish","Lil Miss Hot Mess",17.99,9348,"Juvenile Fiction","May",2020,0.0659090909090909,0.121732954545455
"Bird & Squirrel All or Nothing (Bird & Squirrel #6)","James Burks",9.99,9352,"Juvenile Fiction","Apr",2020,0.370416666666667,0.583333333333333
"Thank You, Miyuki","Roxane Marie Galliez",17.95,9357,"Juvenile Fiction","Sep",2020,0.175202741702742,0.392978174603175
"The Moviegoer","Walker Percy",16,9358,"Fiction","Jan",2019,0.169463869463869,0.430769230769231
"Not So Pure and Simple","Lamar Giles",17.99,9359,"Young Adult Fiction","Jan",2020,0.190682855678156,0.537209948572731
"Leo Lionni's Friends Go Fish Card Game","Leo Lionni",12.99,9363,"Juvenile Nonfiction","Mar",2020,0,0
"We Set the Dark on Fire","Tehlor Kay Mejia",10.99,9368,"Young Adult Fiction","Jan",2020,0.212700144300144,0.553379581529582
"Chesapeake Requiem","Earl Swift",17.99,9382,"History","Feb",2020,0.222064801517927,0.483543791278166
"Young Gifted and Black","Jamia Wilson",23.99,9388,"Juvenile Nonfiction","Feb",2018,0.23822601010101,0.61272095959596
"The Dragon Warrior","Katie Zhao",16.99,9389,"Juvenile Fiction","Oct",2019,0.426868686868687,0.641414141414141
"American Harvest","Marie Mutsuki Mockett",28,9398,"Religion","Apr",2020,0.208276747062461,0.397040404040404
"Lemons","Melissa Savage",7.99,9405,"Juvenile Fiction","May",2018,0.248590909090909,0.413681818181818
"Master of Poisons","Andrea Hairston",27.99,9407,"Fiction","Sep",2020,0.210180894785487,0.558874938836673
"The Real Lolita","Sarah Weinman",17.99,9410,"History","Sep",2019,0.184874470147908,0.498421266233766
"What Happens in Paradise","Elin Hilderbrand",16.99,9414,"Fiction","Sep",2020,0.0942976563666219,0.225819774095636
"Wade in the Water","Tracy K Smith",16,9418,"Poetry","Mar",2019,0.193262917637918,0.439782196969697
"Watch Us Rise","Renee Watson",10.99,9419,"Young Adult Fiction","Feb",2020,0.272209853638425,0.528924190888477
"Hell Was Full","Branson Reese",24.99,9420,"Comics & Graphic Novels","Jul",2020,0.1125,0.416666666666667
"Blonde 20th Anniversary Edition","Joyce Carol Oates",19.99,9423,"Fiction","Apr",2020,0,0
"Ruth Objects","Doreen Rappaport",18.99,9427,"Juvenile Nonfiction","Feb",2020,0.179017857142857,0.278869047619048
"Olympians","George O'Connor",10.99,9428,"Juvenile Fiction","Dec",2013,0.128651384254187,0.350043486195337
"Digging for Words","Angela Burke Kunkel",17.99,9431,"Juvenile Fiction","Sep",2020,0.125,0.25
"Movies (And Other Things)","Shea Serrano",25,9434,"Social Science","Oct",2019,0.146147240395361,0.349748668207315
"Sight Lines","Arthur Sze",16,9436,"Poetry","Apr",2019,0.0500757575757576,0.34844696969697
"Capital and Ideology","Thomas Piketty",39.95,9439,"Business & Economics","Mar",2020,0,0
"Tools of Engagement","Tessa Bailey",15.99,9440,"Fiction","Sep",2020,0.311859367484367,0.610437309603976
"Owed","Joshua Bennett",20,9441,"Poetry","Sep",2020,0.129642706830207,0.429080988455988
"All My Puny Sorrows","Miriam Toews",16,9447,"Fiction","Oct",2019,0.239779696313787,0.617531647645284
"The Princess in Black","Shannon Hale",20.97,9454,"Juvenile Fiction","Oct",2019,0.173224718913546,0.379476287711934
"History of Pictures","David Hockney",29.99,9467,"Photography","Aug",2020,0,0
"The Inside Story (The Sisters Grimm #8)","Michael Buckley",8.99,9474,"Juvenile Fiction","Apr",2018,0,0
"The Everafter War (The Sisters Grimm #7)","Michael Buckley",8.99,9475,"Juvenile Fiction","Mar",2018,0,0
"Moleskine Cahier Journal (Set of 3), Large, Plain, Black, Soft Cover (5 x 8.25)","Moleskine",14.95,9477,"Stationery","Jan",2008,0,0
"Fairest","Meredith Talusan",27,9480,"Social Science","May",2020,0.314418517989947,0.594650191078762
"Flipped","Wendelin Van Draanen",9.99,9489,"Young Adult Fiction","May",2003,0.444444444444444,0.657407407407407
"The Serpent's Secret (Kiranmala and the Kingdom Beyond #1)","Sayantani DasGupta",7.99,9497,"Juvenile Fiction","Jan",2019,0.245389237199582,0.596603970741902
"Always Home","Fanny Singer",35,9500,"Cooking","Mar",2020,0.382688341750842,0.579576418951419
"Henry Heckelbeck Gets a Dragon","Wanda Coven",5.99,9509,"Juvenile Fiction","Dec",2019,0,0
"The Art of Simple Food","Alice Waters",35,9516,"Cooking","Oct",2007,0,0
"Self-Help","Lorrie Moore",15.95,9518,"Fiction","Mar",2007,0.0994543650793651,0.594742063492063
"A Sand Book","Ariana Reines",17.95,9527,"Poetry","Feb",2020,0.0409669552669553,0.441036940836941
"Sleepover Scientist #3","Kelly Starling Lyons",6.99,9539,"Juvenile Fiction","Jan",2019,0,0
"Down and Out in Paris and London","George Orwell",15.99,9547,"Fiction","Jan",1951,0,0
"Kristy and the Snobs (The Baby-sitters Club #11)","Ann M Martin",6.99,9549,"Juvenile Fiction","Oct",2020,0,0
"Spinning","Tillie Walden",17.99,9550,"Young Adult Fiction","Sep",2017,0.246057800224467,0.524667976056865
"Uncommon Type","Tom Hanks",16,9553,"Fiction","Sep",2018,0.401473316599367,0.65095197169777
"The Odd Woman and the City","Vivian Gornick",15,9561,"Biography & Autobiography","May",2016,0.238180415263749,0.463173400673401
"The Seven Crystal Balls","Herg?",13.99,9562,"Juvenile Fiction","Sep",1975,0,0
"The Beautiful and Damned","F Scott Fitzgerald",12,9571,"Fiction","Aug",2010,0.1875,0.3375
"People Who Eat Darkness","Richard Lloyd Parry",17,9574,"History","May",2012,0.128428112291749,0.495740904718177
"Hug","Jez Alborough",6.99,9575,"Juvenile Fiction","Jan",2007,0.3,0.413888888888889
"Imagine Me Gone","Adam Haslett",16.99,9577,"Fiction","Feb",2017,0.115664542025973,0.358510409981813
"Here I Am","Jonathan Safran Foer",17,9579,"Fiction","Jun",2017,0.188809899502207,0.53057830203984
"Indigo","Ellen Bass",18,9583,"Poetry","Apr",2020,0,0
"The Queen of Tuesday","Darin Strauss",27,9584,"Fiction","Aug",2020,0.212275086025086,0.541230852480852
"Peter's Chair board book","Ezra Jack Keats",7.99,9590,"Juvenile Fiction","Sep",2006,0,0
"Hilda and the Midnight Giant","Luke Pearson",10.99,9592,"Juvenile Fiction","Apr",2016,0.121677053789123,0.453751026272578
